aaa	工
ptu	宪章
ptv	 
ptw	客人
ptx	 
pty	客户
pua	褡
pub	实际
puc	衩
pud	实
pue	衫
puf	衬
pug	袜
puh	被
pui	裆
puj	裸
puk	裎
pul	裢
pum	袖
pun	褶
puo	裤
pup	衬衫
puq	袍
pur	裨
pus	襟
put	袄
puu	褙
puv	初
puw	裕
pux	襁
puy	褊
pva	突如其来
pvb	宄
pvc	 
pvd	宝刀不老
pve	 
pvf	安
pvg	安静
pvh	安上
pvi	福建省
pvj	 
pvk	安顺
pvl	安置
pvm	 
pvn	安居
pvo	安康
pvp	安定
pvq	案犯
pvr	安排
pvs	案
pvt	安徽
pvu	安装
pvv	 
pvw	安全
pvx	安乡
pvy	安放
pwa	穿
pwb	窿
pwc	空难
pwd	突
pwe	穷
pwf	察
pwg	窒
pwh	社会上
pwi	社会治安
pwj	窠
pwk	窝
pwl	社会团体
pwm	帘
pwn	窟
pwo	窭
pwp	窈窕
pwq	窕
pwr	窑
pws	完全可以
pwt	窗
pwu	穴
pwv	究
pww	容
pwx	穹
pwy	鹤
pxa	 
pxb	它
pxc	宖
pxd	 
pxe	 
pxf	 
pxg	军费开支
pxh	䙾
pxi	被统治阶级
pxj	 
pxk	神经中枢
pxl	 
pxm	 
pxn	 
pxo	 
pxp	迱
pxq	 
pxr	它的
pxs	 
pxt	神经系统
pxu	初级产品
pxv	 
pxw	它们
pxx	 
pxy	神经衰弱
pya	祺
pyb	祁
pyc	神圣
pyd	祷
pye	祖
pyf	社
pyg	福
pyh	祯
pyi	视觉
pyj	神
pyk	祝
pyl	祖国
pym	视
pyn	礼
pyo	礼炮
pyp	视察
pyq	祗
pyr	祈
pys	客户机
pyt	祚
pyu	祥
pyv	禄
pyw	社会
pyx	神经
pyy	禳
qaa	错落
qab	钳子
qac	多功能
qad	锘
qae	鏾
qaf	钳
qag	釭
qah	桀
qai	错觉
qaj	昏
qak	钷
qal	锚
qam	帋
qan	钜
qao	昏迷
qap	铹
qaq	金黄色
qar	急功近利
qas	 
qat	铙
qau	包工头
qav	氏
qaw	镬
qax	锋芒毕露
qay	邸
qba	危险期
qbb	鎁
qbc	镊
qbd	迎春
qbe	 
qbf	解除武装
qbg	铒
qbh	钌
qbi	䤴
qbj	争取时间
qbk	危险品
qbl	锰
qbm	鈯
qbn	怨
qbo	 
qbp	迎
qbq	鸳
qbr	迎接
qbs	锕
qbt	釢
qbu	迎新
qbv	外孙女
qbw	独联体
qbx	 
qby	怨言
qca	狂欢节
qcb	色
qcc	錣
qcd	犹豫不决
qce	色彩
qcf	勾魂
qcg	铎
qch	 
qci	勾
qcj	 
qck	鈶
qcl	䥁
qcm	 
qcn	钯
qco	鎷
qcp	 
qcq	鈗
qcr	勾搭
qcs	 
qct	鉾
qcu	金鸡奖
qcv	 
qcw	勾人
qcx	勾结
qcy	钗
qda	乌龙茶
qdb	危
qdc	钹
qdd	然而
qde	铕
qdf	锛
qdg	钴
qdh	锲
qdi	饶有兴趣
qdj	危在旦夕
qdk	 
qdl	 
qdm	钸
qdn	铖
qdo	 
qdp	危害
qdq	危急
qdr	厃
qds	危机
qdt	铸
qdu	镣
qdv	 
qdw	詹
qdx	銭
qdy	然
qea	角落
qeb	解除
qec	解难
qed	名胜古迹
qee	解脱
qef	臽
qeg	钥
qeh	角
qei	触觉
qej	钥匙
qek	鉫
qel	解围
qem	 
qen	触发
qeo	角度
qep	解密
qeq	角色
qer	触摸
qes	解析
qet	钐
qeu	解决
qev	包办婚姻
qew	解体
qex	 
qey	解放
qfa	销声匿迹
qfb	钻井队
qfc	针对
qfd	乌干达
qfe	 
qff	怨声载道
qfg	钍
qfh	针
qfi	镇江
qfj	 
qfk	锣鼓喧天
qfl	镭
qfm	钱财
qfn	釫
qfo	䤲
qfp	镇定
qfq	针灸
qfr	包干制
qfs	 
qft	锗
qfu	镇痛
qfv	 
qfw	多元化
qfx	钱
qfy	针剂
qga	鳓
qgb	钝
qgc	鲐
qgd	鱿
qge	铺
qgf	鱼
qgg	鲡
qgh	钙
qgi	印染
qgj	鲁
qgk	鳄
qgl	鳃
qgm	鲷
qgn	钺
qgo	鳞
qgp	鲩
qgq	鲍
qgr	鳇
qgs	鳔
qgt	鲦
qgu	鲜
qgv	鲫
qgw	鲋
qgx	鲜红
qgy	鲸
qha	独具匠心
qhb	外出
qhc	铍
qhd	䀏
qhe	外加
qhf	外地
qhg	钼
qhh	鑺
qhi	外汇
qhj	亇
qhk	钻
qhl	外国
qhm	鍞
qhn	触目惊心
qho	 
qhp	外宾
qhq	外贸
qhr	外援
qhs	钻机
qht	外长
qhu	外部
qhv	 
qhw	外债
qhx	外经
qhy	外
qia	名流荟萃
qib	急流险滩
qic	 
qid	包治百病
qie	销
qif	鼗
qig	玺
qih	覙
qii	兆
qij	销量
qik	销路
qil	饮水思源
qim	锁
qin	铴
qio	 
qip	逃
qiq	逃犯
qir	尔后
qis	钞票
qit	钞
qiu	尔
qiv	铛
qiw	销售
qix	 
qiy	釥
qja	鏎
qjb	郇
qjc	铿
qjd	旬
qje	 
qjf	锂
qjg	鈤
qjh	钊
qji	鎤
qjj	贸易量
qjk	﹙
qjl	镘
qjm	鍝
qjn	龟
qjo	 
qjp	贸易额
qjq	锡
qjr	贸易投资
qjs	锞
qjt	贸易往来
qju	贸易关系
qjv	 
qjw	贸易公司
qjx	锟
qjy	鉵
qka	名医
qkb	免除
qkc	 
qkd	句
qke	象
qkf	名
qkg	锃
qkh	钏
qki	名誉
qkj	名师
qkk	铝
qkl	名车
qkm	锅
qkn	铁路局
qko	锅炉
qkp	名字
qkq	够
qkr	名气
qks	象棋
qkt	名牌
qku	免疫
qkv	 
qkw	名人
qkx	免费
qky	名为
qla	 
qlb	 
qlc	䥯
qld	甸
qle	 
qlf	外国专家
qlg	钿
qlh	钾
qli	犯罪活动
qlj	解甲归田
qlk	䤧
qll	犯罪团伙
qlm	 
qln	锶
qlo	 
qlp	链
qlq	锣
qlr	外国投资
qls	 
qlt	链条
qlu	 
qlv	犯罪嫌疑人
qlw	外国人
qlx	镙
qly	外围设备
qma	负荷
qmb	铜陵
qmc	 
qmd	奂
qme	鏰
qmf	负载
qmg	铀
qmh	 
qmi	钢梁
qmj	铡
qmk	铜川
qml	钢轨
qmm	铜山
qmn	铠
qmo	负数
qmp	 
qmq	钢铁
qmr	钢
qms	钢材
qmt	钢筋
qmu	负
qmv	钢刀
qmw	钠
qmx	 
qmy	钡
qna	饶
qnb	饣
qnc	饴
qnd	锯
qne	馁
qnf	饯
qng	乌
qnh	钮
qni	饮水
qnj	蚀
qnk	馈
qnl	包围
qnm	馆内
qnn	钇
qno	饲料
qnp	馆
qnq	饮
qnr	饭
qns	馇
qnt	饰
qnu	饼
qnv	包
qnw	饥
qnx	铌
qny	饺
qoa	镀
qob	鑁
qoc	鉱
qod	昏迷不醒
qoe	鮾
qof	独断专行
qog	镤
qoh	鮍
qoi	匊
qoj	魝
qok	鰐
qol	魻
qom	魶
qon	镳
qoo	锬
qop	鱼米之乡
qoq	镀金
qor	魬
qos	魺
qot	锻炼身体
qou	炙
qov	镂
qow	多数人
qox	魮
qoy	钬
qpa	鑧
qpb	钻空子
qpc	 
qpd	负案在逃
qpe	䥱
qpf	金字塔
qpg	锭
qph	錧
qpi	 
qpj	 
qpk	 
qpl	鍕
qpm	 
qpn	危害性
qpo	䤹
qpp	危害社会
qpq	迎宾馆
qpr	镔
qps	危害极大
qpt	独家生产
qpu	 
qpv	铵
qpw	镲
qpx	铊
qpy	饥寒交迫
qqa	多项
qqb	外贸出口
qqc	钩
qqd	多大
qqe	多用
qqf	多云
qqg	鍂
qqh	多占
qqi	匇
qqj	多时
qqk	铭
qql	多国
qqm	金山
qqn	钨
qqo	多数
qqp	多家
qqq	金
qqr	锪
qqs	乌鲁木齐
qqt	铆
qqu	多
qqv	铮
qqw	钦
qqx	金乡
qqy	钓
qra	狠抓落实
qrb	匈
qrc	钣
qrd	铁矿
qre	勿
qrf	乌拉圭
qrg	铂
qrh	釿
qri	匁
qrj	刎
qrk	铁路
qrl	忽略
qrm	锦
qrn	忽
qro	 
qrp	忽视
qrq	锨
qrr	迎接挑战
qrs	铩
qrt	多年生
qru	铁道
qrv	 
qrw	铁
qrx	锦绣
qry	匆
qsa	多极世界
qsb	钉子
qsc	 
qsd	危机感
qse	 
qsf	镖
qsg	钵
qsh	钉
qsi	锡林浩特
qsj	镡
qsk	钶
qsl	危机四伏
qsm	 
qsn	多样性
qso	錰
qsp	锦标赛
qsq	 
qsr	多样的
qss	独木桥
qst	 
qsu	 
qsv	 
qsw	多样化
qsx	 
qsy	鈢
qta	猎
qtb	犯
qtc	狁
qtd	锋
qte	狙
qtf	猪
qtg	狂
qth	镍
qti	猜测
qtj	独
qtk	铬
qtl	猥
qtm	猾
qtn	儿
qto	狄
qtp	狞
qtq	狗
qtr	狐
qts	猹
qtt	猁
qtu	獍
qtv	狠
qtw	猴
qtx	狒
qty	狼
qua	儿童节
qub	解决了
quc	乌兰巴托
qud	匀
que	免疫力
quf	锌
qug	镁
quh	 
qui	独立法人
quj	镜
quk	锐
qul	独立思考
qum	䥕
qun	钔
quo	镨
qup	乌兰察布盟
quq	锵
qur	锐气
qus	独立核算
qut	铲
quu	铁道部
quv	解决好
quw	镒
qux	锑
quy	解决方案
qva	银幕
qvb	邹
qvc	急骤
qvd	争夺
qve	银
qvf	刍
qvg	钕
qvh	争
qvi	银河
qvj	鏁
qvk	铷
qvl	锱
qvm	争购
qvn	急
qvo	 
qvp	锓
qvq	银色
qvr	争执
qvs	争相
qvt	煞
qvu	争端
qvv	勼
qvw	雏
qvx	皱纹
qvy	争论
qwa	䤦
qwb	 
qwc	鈆
qwd	锻
qwe	鉁
qwf	多亿元
qwg	铨
qwh	狐假虎威
qwi	勽
qwj	销售量
qwk	铅
qwl	负债累累
qwm	欠帐
qwn	釠
qwo	锻炼
qwp	销售额
qwq	铝合金
qwr	欠缺
qws	迎风飘扬
qwt	欠税
qwu	欠
qwv	鈖
qww	锉
qwx	铧
qwy	铃
qxa	煞费苦心
qxb	 
qxc	 
qxd	 
qxe	 
qxf	久经考验
qxg	免费下载
qxh	鈏
qxi	铺张浪费
qxj	镄
qxk	镪
qxl	 
qxm	外引内联
qxn	 
qxo	 
qxp	 
qxq	久经锻炼
qxr	 
qxs	钢结构
qxt	错综复杂
qxu	锦绣前程
qxv	匂
qxw	饱经风霜
qxx	锴
qxy	鉧
qya	解放区
qyb	解放出来
qyc	铳
qyd	訇
qye	铱
qyf	䚻
qyg	留下
qyh	解放战争
qyi	久
qyj	贸易
qyk	镶
qyl	解放思想
qym	铈
qyn	鸟
qyo	灸
qyp	解放军
qyq	久久
qyr	错误的
qys	 
qyt	钫
qyu	镑
qyv	留
qyw	铰
qyx	铉
qyy	鈫
raa	拭
rab	皂
rac	兵荒马乱
rad	撕
rae	撒
raf	摸索
rag	扛
rah	白萝卜
rai	摸清
raj	措
rak	报警器
ral	描
ram	近期内
ran	拒
rao	摸底
rap	捞
raq	技工贸
rar	抠
ras	搭配
rat	挠
rau	后勤部
rav	打工妹
raw	搭
rax	拒绝
ray	找
rba	报警
rbb	揶
rbc	报
rbd	撱
rbe	 
rbf	报刊
rbg	挕
rbh	邤
rbi	拯
rbj	摄影
rbk	凶
rbl	报国
rbm	拙
rbn	扡
rbo	报废
rbp	报社
rbq	据了解
rbr	提出的
rbs	报酬
rbt	扔
rbu	报道
rbv	 
rbw	报价
rbx	报纸
rby	报请
rca	拚
rcb	摊子
rcc	掇
rcd	掺
rce	捅
rcf	反动
rcg	择
rch	摊点
rci	反
rcj	反映
rck	抬
rcl	返回
rcm	摊贩
rcn	把
rco	反应
rcp	返
rcq	反馈
rcr	把握
rcs	反对票
rct	挨
rcu	㿝
rcv	 
rcw	摊
rcx	返乡
rcy	瓜
rda	振荡
rdb	扼
rdc	拔
rdd	振奋
rde	肴
rdf	振
rdg	拓
rdh	看在眼里
rdi	振兴
rdj	掩
rdk	制成品
rdl	誓不罢休
rdm	希
rdn	扰
rdo	振奋精神
rdp	挞
rdq	掩饰
rdr	所有的
rds	掎
rdt	扰乱
rdu	撩
rdv	技压群芳
rdw	捧
rdx	拢
rdy	扙
rea	势力范围
reb	摆脱了
rec	授予
red	拥有
ree	援助
ref	捋
reg	援
reh	拥
rei	摇滚
rej	摇晃
rek	授勋
rel	摆脱困境
rem	 
ren	 
reo	授粉
rep	授
req	掏腰包
rer	摇
res	授权
ret	劤
reu	摇头
rev	搜寻
rew	搜集
rex	援引
rey	授课
rfa	技巧
rfb	推动了
rfc	技
rfd	持有
rfe	推动力
rff	持
rfg	扗
rfh	盾
rfi	技法
rfj	皁
rfk	拮
rfl	擂
rfm	质
rfn	抟
rfo	指示精神
rfp	挝
rfq	抚
rfr	扶持
rfs	技术
rft	拷
rfu	抚养
rfv	报刊杂志
rfw	扶
rfx	持续
rfy	扭亏为盈
rga	后期
rgb	邱
rgc	后劲
rgd	丘
rge	搏
rgf	皇
rgg	抂
rgh	扌
rgi	执政党
rgj	后果
rgk	后
rgl	兵团
rgm	岳
rgn	后来居上
rgo	反政府武装
rgp	遑
rgq	捕鱼
rgr	捕捉
rgs	抹
rgt	乒
rgu	挟
rgv	捷
rgw	兵
rgx	后续
rgy	乓
rha	掳
rhb	卸
rhc	披
rhd	排
rhe	年月
rhf	看
rhg	扯
rhh	攫
rhi	看法
rhj	掉
rhk	拈
rhl	年轻
rhm	年内
rhn	白皮书
rho	年底
rhp	年初
rhq	排外
rhr	年后
rhs	年检
rht	排版
rhu	年前
rhv	看好
rhw	年代
rhx	年级
rhy	扑
ria	
rib	邾
ric	 
rid	执法不严
rie	捎
rif	按常规
rig	抗洪救灾
rih	扬汤止沸
rii	朱
rij	执法监督
rik	热水器
ril	搞活国营大中型企业
rim	 
rin	执法必严
rio	 
rip	搅
riq	 
rir	抗洪抢险
ris	执法检查
rit	抄
riu	泉
riv	挡
riw	执法人员
rix	搞活经济
riy	泉州
rja	揭幕
rjb	撮
rjc	 
rjd	提成
rje	担架
rjf	捏
rjg	担
rjh	刈
rji	担当
rjj	揭晓
rjk	质量品种效益年
rjl	按照国际惯例
rjm	 
rjn	担心
rjo	提炼
rjp	提案
rjq	揭
rjr	提拔
rjs	提醒
rjt	揽
rju	提前
rjv	 
rjw	提供
rjx	拽
rjy	提高
rka	兵器工业
rkb	揖
rkc	挹
rkd	损耗
rke	拐
rkf	捐款
rkg	扣
rkh	捉
rki	 
rkj	︵
rkk	操
rkl	 
rkm	损
rkn	操心
rko	 
rkp	损害
rkq	扣留
rkr	损失
rks	拐杖
rkt	捷足先登
rku	捐资
rkv	 
rkw	操作
rkx	操纵
rky	近距离
rla	 
rlb	打黑除恶
rlc	舞台
rld	摁
rle	摆脱
rlf	摆
rlg	舞
rlh	押
rli	摆满
rlj	年轻时
rlk	舞蹈
rll	攂
rlm	 
rln	舞剧
rlo	 
rlp	按国家有关规定
rlq	押金
rlr	摆摊
rls	捆
rlt	撂
rlu	舞弊
rlv	舞女
rlw	年轻人
rlx	摞
rly	摆设
rma	罐
rmb	缺陷
rmc	 
rmd	揣
rme	摧毁
rmf	制裁
rmg	抽
rmh	制
rmi	缺少
rmj	罎
rmk	缶
rml	制图
rmm	撄
rmn	缺
rmo	制度
rmp	制定
rmq	抽象
rmr	所见所闻
rms	抽查
rmt	制造
rmu	制冷
rmv	 
rmw	摧
rmx	制约
rmy	制订
rna	抿
rnb	气
rnc	氢
rnd	据
rne	挪用
rnf	所需
rng	握
rnh	扭
rni	气温
rnj	氘
rnk	氚
rnl	氤
rnm	氙
rnn	扎
rno	氮
rnp	氨
rnq	气象
rnr	所
rns	扎根
rnt	拨
rnu	氧
rnv	氯
rnw	氛
rnx	氟
rny	拟
roa	摭
rob	拒腐防变
roc	拡
rod	扩大
roe	 
rof	反应堆
rog	擈
roh	掂
roi	 
roj	掂量
rok	气焰嚣张
rol	 
rom	反腐败斗争
ron	扩展
roo	推广应用
rop	扩容
roq	掋
ror	年度报告
ros	擵
rot	扩
rou	搪瓷
rov	搂
row	制度化
rox	扩张
roy	扩充
rpa	近期
rpb	制定了
rpc	 
rpd	迫
rpe	控股
rpf	皖
rpg	揎
rph	按此
rpi	探测
rpj	按照
rpk	近
rpl	挥
rpm	捉襟见肘
rpn	挥发
rpo	按摩
rpp	近视
rpq	按钮
rpr	摈
rps	拧
rpt	近乎
rpu	探亲
rpv	按
rpw	控
rpx	拕
rpy	探讨
rqa	抵
rqb	抑
rqc	鬼
rqd	的确
rqe	掐
rqf	欣喜
rqg	捦
rqh	手急眼快
rqi	挑
rqj	挑剔
rqk	挽
rql	挽回
rqm	换
rqn	抱
rqo	掬
rqp	鬼神
rqq	揿
rqr	掏
rqs	打印机
rqt	挑选
rqu	气象站
rqv	挣
rqw	欣
rqx	打印纸
rqy	的
rra	逝世
rrb	拆除
rrc	扳
rrd	气势磅礴
rre	魄力
rrf	拍卖
rrg	拍
rrh	折
rri	哲学
rrj	蜇
rrk	哲
rrl	扳回
rrm	劕
rrn	白发
rro	折磨
rrp	逝
rrq	掀
rrr	白
rrs	拖拉机
rrt	捭
rru	爻
rrv	抓好
rrw	抓住
rrx	白纸
rry	拆
rsa	弑
rsb	技术承包
rsc	打通
rsd	打破
rse	技术服务
rsf	技术进步
rsg	拪
rsh	打
rsi	技术水平
rsj	刹
rsk	技术中心
rsl	技术转让
rsm	技术骨干
rsn	技术改造
rso	技术应用
rsp	技术密集
rsq	打印
rsr	技术指标
rss	打桩
rst	打算
rsu	杀
rsv	打好
rsw	技术人员
rsx	技术引进
rsy	技术市场
rta	托
rtb	拖
rtc	持乐观态度
rtd	括
rte	搬
rtf	插
rtg	手
rth	攥
rti	手法
rtj	播映
rtk	手中
rtl	报告团
rtm	手册
rtn	执行情况
rto	播
rtp	手写
rtq	拖欠
rtr	手持
rts	手术
rtt	斤
rtu	投入产出
rtv	挺好
rtw	手段
rtx	手续
rty	乂
rua	拼
rub	搠
ruc	接通
rud	拦
rue	接受
ruf	抖
rug	拉
ruh	热闹非凡
rui	搁浅
ruj	撞
ruk	掊
rul	掸
rum	撇
run	扪
ruo	扑朔迷离
rup	投资额
ruq	接触
rur	接近
rus	撙
rut	搁
ruu	接着
ruv	接
ruw	年产值
rux	接纳
ruy	热门话题
rva	执勤
rvb	招聘
rvc	热能
rvd	挚友
rve	抛
rvf	扫雷
rvg	扫
rvh	热点
rvi	执法
rvj	热量
rvk	招
rvl	擸
rvm	招贴
rvn	殷
rvo	招数
rvp	殷实
rvq	拶
rvr	扫描
rvs	招标
rvt	㧅
rvu	势头
rvv	扫帚
rvw	热风
rvx	热线
rvy	势
rwa	推荐
rwb	抢
rwc	投
rwd	ア
rwe	推脱
rwf	拊
rwg	拾
rwh	抢占
rwi	失
rwj	投影
rwk	操作员
rwl	白俄罗斯
rwm	失败
rwn	推迟
rwo	推广
rwp	迭
rwq	推销
rwr	近几年
rws	投票
rwt	投入
rwu	㒵
rwv	扮
rww	挫
rwx	抡
rwy	扒
rxa	墍
rxb	皀
rxc	批驳
rxd	后继有人
rxe	拗
rxf	掼
rxg	掾
rxh	指点
rxi	指派
rxj	指
rxk	批号
rxl	批转
rxm	㨥
rxn	㧈
rxo	指数
rxp	指定
rxq	指针
rxr	指挥
rxs	指标
rxt	指向
rxu	搦
rxv	报纸杂志
rxw	指令
rxx	批
rxy	拇
rya	希望工程
ryb	提高了
ryc	撤
ryd	挤压
rye	护肤
ryf	护士
ryg	拄
ryh	抗战
ryi	斥
ryj	挤
ryk	搞
ryl	擅
rym	 
ryn	护
ryo	 
ryp	撤军
ryq	撤销
ryr	所说的
rys	摘要
ryt	邀
ryu	摘
ryv	搞好
ryw	抗
ryx	摔
ryy	邀请
saa	械
sab	栉
sac	柜台
sad	棋
sae	框架
saf	柑
sag	杠
sah	榧
sai	栋
saj	模
sak	槿
sal	框图
sam	横
san	柜
sao	模糊
sap	檬
saq	柩
sar	枢
sas	模板
sat	桡
sau	欗
sav	相敬如宾
saw	模仿
sax	本世纪
say	杙
sba	极其
sbb	椰
sbc	楹
sbd	椭
sbe	李鹏
sbf	李
sbg	杍
sbh	邒
sbi	极小
sbj	极易
sbk	 
sbl	椭圆
sbm	柮
sbn	杝
sbo	极度
sbp	 
sbq	 
sbr	可耻的
sbs	桗
sbt	㭁
sbu	极端
sbv	极好
sbw	极低
sbx	 
sby	极
sca	树苗
scb	权限
scc	棳
scd	权威
sce	桶
scf	树
scg	杩
sch	 
sci	 
scj	 
sck	树叶
scl	㮭
scm	 
scn	杷
sco	 
scp	 
scq	㭇
scr	权势
scs	树木
sct	权利
scu	树立
scv	 
scw	梭
scx	 
scy	权
sda	枯萎
sdb	椅子
sdc	想不通
sdd	酿成大祸
sde	枥
sdf	极大地
sdg	枯
sdh	杯
sdi	枯水
sdj	可不是
sdk	槗
sdl	 
sdm	顶
sdn	权威性
sdo	枯燥
sdp	橱窗
sdq	顶多
sdr	极大的
sds	椅
sdt	梆
sdu	䙲
sdv	 
sdw	棒
sdx	栊
sdy	杖
sea	校办工厂
seb	桴
sec	 
sed	 
see	棚
sef	横加干涉
seg	桕
seh	㮴
sei	想办法
sej	核力量
sek	枷
sel	 
sem	 
sen	 
seo	 
sep	橓
seq	枷锁
ser	横加指责
ses	权力机关
set	杉
seu	橳
sev	桵
sew	楰
sex	榽
sey	 
sfa	本地区
sfb	鄄
sfc	枝
sfd	票面
sfe	核动力
sff	桂
sfg	杜
sfh	杆
sfi	票
sfj	标题
sfk	桔
sfl	檑
sfm	楠
sfn	椟
sfo	材料
sfp	植被
sfq	村镇
sfr	票据
sfs	植树
sft	材
sfu	樯
sfv	樰
sfw	棱
sfx	栈
sfy	村
sga	醋
sgb	酏
sgc	酸
sgd	本
sge	酹
sgf	酵
sgg	枉
sgh	丁
sgi	西洋
sgj	醒
sgk	梧
sgl	楝
sgm	槽
sgn	配
sgo	醚
sgp	酡
sgq	酌
sgr	酗
sgs	酊
sgt	酷
sgu	醅
sgv	要更好地
sgw	酚
sgx	酯
sgy	醉
sha	椃
shb	想出
shc	相对
shd	榜上有名
she	相助
shf	相声
shg	相
shh	欋
shi	相当
shj	棹
shk	相距
shl	相连
shm	桢
shn	想
sho	相应
shp	朴实
shq	想象
shr	相反
shs	相配
sht	相符
shu	相关
shv	 
shw	相信
shx	相比
shy	朴
sia	根深蒂固
sib	 
sic	相当艰巨
sid	瓢泼大雨
sie	梢
sif	相当规模
sig	榉
sih	 
sii	桫
sij	㭼
sik	检测中心
sil	杯水车薪
sim	㭻
sin	可溶性
sio	极少数
sip	樘
siq	相当多的
sir	相当的
sis	相当可观
sit	杪
siu	档次
siv	档
siw	 
six	 
siy	㭂
sja	查获
sjb	查出
sjc	查验
sjd	相映成趣
sje	查办
sjf	杳
sjg	查
sjh	查明具报
sji	查清
sjj	查明
sjk	 
sjl	榅
sjm	查帐
sjn	榻
sjo	 
sjp	查实
sjq	楬
sjr	查找
sjs	棵
sjt	槛
sju	核电站
sjv	 
sjw	 
sjx	棍
sjy	查询
ska	可敬
skb	楫
skc	可能
skd	可
ske	柺
skf	杏
skg	枵
skh	杊
ski	歌唱演员
skj	可是
skk	榀
skl	 
skm	可见
skn	可以
sko	歌迷
skp	歌唱家
skq	柷
skr	歌舞
sks	哥
skt	可靠
sku	可亲
skv	可好
skw	枳
skx	可比
sky	可谓
sla	槶
slb	 
slc	 
sld	栶
sle	㭷
slf	㭗
slg	柶
slh	柙
sli	 
slj	 
slk	 
sll	櫑
slm	 
sln	楒
slo	 
slp	梿
slq	椤
slr	 
sls	相辅相成
slt	核辐射
slu	 
slv	櫢
slw	楐
slx	樏
sly	楞
sma	椣
smb	票贩子
smc	 
smd	柍
sme	榾
smf	枏
smg	柚
smh	杣
smi	李岚清
smj	 
smk	 
sml	 
smm	栅
smn	桤
smo	 
smp	相同之处
smq	枧
smr	
sms	栅栏
smt	 
smu	贾
smv	 
smw	枘
smx	桐乡
smy	梖
sna	榐
snb	朰
snc	本性难移
snd	椐
sne	核心力量
snf	㭄
sng	栩
snh	楣
sni	樨
snj	蚻
snk	椲
snl	 
snm	 
snn	札
sno	 
snp	核心家庭
snq	可以忽视
snr	杨
sns	橄榄
snt	酌情处理
snu	核心问题
snv	横眉怒目
snw	核心作用
snx	柅
sny	杺
soa	樜
sob	杰出
soc	相应对策
sod	材料厂
soe	 
sof	桩
sog	楼下
soh	 
soi	 
soj	㔄
sok	 
sol	 
som	 
son	林业局
soo	棪
sop	楼宇
soq	橉
sor	相应措施
sos	贾庆林
sot	材料科学
sou	杰
sov	楼
sow	杰作
sox	材料费
soy	楼房
spa	 
spb	检察院
spc	 
spd	廼
spe	顶礼膜拜
spf	棕
spg	楦
sph	棺
spi	 
spj	可视电话
spk	检察员
spl	可视图文
spm	 
spn	梦寐以求
spo	 
spp	检察官
spq	枕
spr	槟
sps	柠
spt	检察长
spu	枕头
spv	桉
spw	榷
spx	柁
spy	西安市
sqa	柢
sqb	枊
sqc	构
sqd	桅
sqe	桷
sqf	格鲁吉亚
sqg	橹
sqh	 
sqi	桃
sqj	 
sqk	橡
sql	构思
sqm	㭥
sqn	枹
sqo	椈
sqp	 
sqq	栘
sqr	杭锦后旗
sqs	构想
sqt	柳
squ	枃
sqv	构建
sqw	构件
sqx	 
sqy	榴
sra	棉花
srb	概括了
src	板
srd	槔
sre	可接受性
srf	根据需要
srg	柏
srh	析
sri	株
srj	晳
srk	 
srl	歌舞团
srm	棉
srn	歌舞剧
sro	本年度
srp	棉农
srq	槐
srr	攀
srs	柏林
srt	攀升
sru	相提并论
srv	 
srw	攀登
srx	可持续发展
sry	檄
ssa	林区
ssb	郴
ssc	 
ssd	机械厂
sse	彬
ssf	禁
ssg	栖
ssh	朾
ssi	林海
ssj	楂
ssk	柯
ssl	检查团
ssm	木雕
ssn	楚
sso	焚
ssp	检查官
ssq	梦
ssr	机械制造
sss	森
sst	根本利益
ssu	栗
ssv	婪
ssw	梵
ssx	检查组
ssy	林
sta	枨
stb	横向联合
stc	棋逢对手
std	桥
ste	可利用
stf	橇
stg	桁
sth	柞
sti	桥梁
stj	横征暴敛
stk	格
stl	植物园
stm	榭
stn	栎
sto	楸
stp	可乘之机
stq	格外
str	 
sts	可移植性
stt	覆
stu	䅇
stv	㮃
stw	村委会
stx	梅
sty	枚
sua	样式
sub	西门子
suc	检阅台
sud	栏
sue	相差悬殊
suf	梓
sug	样
suh	栏目
sui	机关党委
suj	樟
suk	榈
sul	梯田
sum	 
sun	相关性
suo	椪
sup	本着实事求是的原则
suq	极端负责
sur	相关的
sus	樽
sut	极端重要
suu	本部门
suv	椄
suw	标准化
sux	梯
suy	覆盖率
sva	根基
svb	根除
svc	概
svd	要不
sve	根
svf	要
svg	楗
svh	要点
svi	棣
svj	要是
svk	要员
svl	要略
svm	 
svn	朹
svo	棂
svp	要害
svq	要饭
svr	根据
svs	根本
svt	朷
svu	概况
svv	要好
svw	概念
svx	要强
svy	概率
swa	松散
swb	枪
swc	松
swd	椴
swe	 
swf	桧
swg	检
swh	机上
swi	检测
swj	机遇
swk	机器
swl	机车
swm	 
swn	机
swo	机床
swp	检察
swq	树倒猢狲散
swr	枫
sws	机构
swt	机种
swu	机关
swv	机群
sww	麴
swx	桦
swy	椎
sxa	 
sxb	 
sxc	 
sxd	棉纺厂
sxe	柪
sxf	＋
sxg	椽
sxh	槇
sxi	 
sxj	杯弓蛇影
sxk	㯞
sxl	相比较
sxm	 
sxn	朼
sxo	 
sxp	相比之下
sxq	 
sxr	可维护性
sxs	西红柿
sxt	 
sxu	相继问世
sxv	 
sxw	相结合
sxx	楷
sxy	栂
sya	西方世界
syb	述职
syc	梳
syd	可望而不可及
sye	西方舆论
syf	槠
syg	柱
syh	 
